accession	gene	description	ppid	organism	logFC	AveExpr	t	P.Value	adj.P.Val	B	count	sca.t	sca.P.Value	sca.adj.pval
A0A0C4DH31	IGHV1-18	HV118_HUMAN Immunoglobulin heavy variable 1-18 	UP000005640	Homo sapiens	0.3065888246606051	-0.1973705800578853	0.7775192477725037	0.44005384590388663	0.866878672591923	-5.579419038570811	1.0	0.7738971928610504	0.44209735838879294	0.8635285138550564
A0A0C4DH38	IGHV5-51	HV551_HUMAN Immunoglobulin heavy variable 5-51 	UP000005640	Homo sapiens	0.34607008689573293	-1.450226132656467	1.0066694976150963	0.3183297313559005	0.8458118359040014	-5.3908459642717865	3.0	1.0104759281692792	0.3164145306088393	0.8497266170127331
A0A0C4DH42	IGHV3-66	HV366_HUMAN Immunoglobulin heavy variable 3-66 	UP000005640	Homo sapiens	0.5596191567505188	0.48952656121386334	1.072924805953157	0.28780686256825	0.8458118359040014	-5.327617638814242	1.0	1.075745657091751	0.28644271522605996	0.8497266170127331
A0A0G2JMB2	IGHA2	A0A0G2JMB2_HUMAN Immunoglobulin heavy constant alpha 2 (Fragment) 	UP000005640	Homo sapiens	0.11917076069862276	0.9456522218561859	0.3264644919231695	0.7452634940794743	0.9692997591708501	-5.81104637999691	9.0	0.33132699517984043	0.7415774687296537	0.9684611154469137
A0A0G2JMW3	CDHR5	A0A0G2JMW3_HUMAN Cadherin-related family member 5 	UP000005640	Homo sapiens	0.42773982016163936	0.20526021196093294	2.101672832054937	0.039993823371354015	0.5946385412193683	-3.8744589467580157	4.0	2.0989189680206297	0.040135038221585595	0.605055844524286
A0A0J9YYC8	PRSS2	A0A0J9YYC8_HUMAN Serine protease 2 	UP000005640	Homo sapiens	-0.010753117862265293	1.2014139853135688	-0.027294889373022733	0.9783194609525518	0.9893653629559928	-5.860555442472534	6.0	-0.027643416884106712	0.9780403209890398	0.9897942125615314
A0A0M6WD85	tuf_2	A0A0M6WD85_9FIRM Elongation factor Tu 	UP000018162	[Eubacterium] rectale	0.10307239569552928	1.83760096768245	0.25879308679441215	0.7967231463217636	0.9809757044835725	-5.829562096120557	2.0	0.2601804483356578	0.7956350667622296	0.9766621351032291
A0A0M6WM27	FYL37_07835	A0A0M6WM27_9FIRM GGGtGRT protein 	UP000018162	[Eubacterium] rectale	-0.12239737526806269	0.19974698074529104	-0.48495458189782237	0.6295591432759347	0.947486188230458	-5.751019130475635	1.0	-0.4713523522963453	0.6391363356772274	0.9468138116989923
A0A182DWF7	MUC3A	A0A182DWF7_HUMAN Mucin 3A, cell surface associated (Fragment) 	UP000005640	Homo sapiens	0.09770945344551818	0.5200209274610873	0.4683464496848162	0.6413152409123265	0.947486188230458	-5.758401427361214	1.0	0.44712930013796576	0.6564272304549499	0.9468138116989923
A0A1B0GU86	ACY1	A0A1B0GU86_HUMAN N-acyl-aliphatic-L-amino acid amidohydrolase 	UP000005640	Homo sapiens	0.08522909688344094	-0.6364011603690324	0.14820788558466605	0.8826995134714402	0.9893653629559928	-5.850620567504478	1.0	0.1488565507779169	0.8821770459665039	0.9897942125615314
A0A2R8YCR2	CTRB2	A0A2R8YCR2_HUMAN Chymotrypsinogen B2 	UP000005640	Homo sapiens	-0.16802489231388462	-0.23616170381276075	-0.44314676478221426	0.6593297420258647	0.947486188230458	-5.76911532589021	3.0	-0.4455106517451624	0.6575895472521716	0.9468138116989923
A0A4S2AFT8	D3Z42_00535	A0A4S2AFT8_9FIRM Cold-shock protein 	UP000191179	Candidatus Weimeria bifida	-0.9913435650585358	-0.5173590545988499	-3.178470820787152	0.002388430595592118	0.2531736431327645	-1.5335953142657797	1.0	-3.1321441799800827	0.002705960374720486	0.2868317997203715
A0A5H1ZRQ3	IGKC	A0A5H1ZRQ3_HUMAN Immunoglobulin kappa constant (Fragment) 	UP000005640	Homo sapiens	0.019755097465060434	3.2262576920372656	0.04166635106494013	0.9669096599569884	0.9893653629559928	-5.860091360965157	14.0	0.042304217395963586	0.9663997544023605	0.9897942125615314
A0A7I2V2R5	DPP4	A0A7I2V2R5_HUMAN Dipeptidyl peptidase 4 	UP000005640	Homo sapiens	-0.1384223383841524	0.6224924253618621	-0.9742910665458605	0.33401103594658454	0.8458118359040014	-5.420334759695006	14.0	-1.017168377770697	0.3132475438319764	0.8497266170127331
A0A9L9PXQ4	LAMP2	A0A9L9PXQ4_HUMAN Lysosomal associated membrane protein 2 	UP000005640	Homo sapiens	-0.8602636272295356	0.3592428748310636	-1.6587457833289705	0.10263671923000069	0.7392903748425764	-4.604867172367931	1.0	-1.6629202492486168	0.10165945855417535	0.7657121552378919
A6KWL6	BVU_0100	A6KWL6_PHOV8 Uncharacterized protein 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.100563823298353	-0.376789372468387	-0.4148029947046353	0.6798365093993454	0.9499886776597493	-5.780463120495282	2.0	-0.4120670092158449	0.6817912638362191	0.9468138116989923
A6KWV5	BVU_0191	A6KWV5_PHOV8 ROK family transcriptional repressor, with glucokinase domain 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.20481185386231987	0.19842172360054533	-1.031969055028677	0.30642674142036425	0.8458118359040014	-5.367158838583636	4.0	-1.0298918152852377	0.3072857952528751	0.8497266170127331
A6KX09	BVU_0251	A6KX09_PHOV8 Glutamate dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.07341403475595254	0.6620285248209572	-0.4648245982781278	0.6438202338839123	0.947486188230458	-5.7599341054117055	9.0	-0.4764553641312628	0.6355188020110345	0.9468138116989923
A6KX14	mdh	A6KX14_PHOV8 Malate dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.06336824329469914	1.4391691258563022	-0.30100227169022375	0.7645033140945234	0.9716130207774982	-5.818513938715156	4.0	-0.30087651932644904	0.7645718143844094	0.970594159577813
A6KX25	BVU_0269	A6KX25_PHOV8 branched-chain-amino-acid transaminase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.18364684942917336	-0.41587408870089787	0.6200555943763411	0.5376816162600087	0.9142757001237481	-5.681517882750614	1.0	0.6092631940071133	0.5447009999506687	0.9165563992451725
A6KX81	BVU_0325	A6KX81_PHOV8 Electron transfer flavoprotein beta-subunit 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.2861833009338796	-0.6617157843179281	-0.9274974716296666	0.35756231531830707	0.8458118359040014	-5.461307183207463	1.0	-0.9134528764213128	0.3647411422082958	0.8497266170127331
A6KXA0	groEL	CH60_PHOV8 Chaperonin GroEL 	UP000002861	Phocaeicola vulgatus dnLKV7	0.011648229219014372	0.33755885527387514	0.061725269330060804	0.9509966152005791	0.9893653629559928	-5.859120250672368	7.0	0.06273181576320888	0.9501931863621651	0.9897942125615314
A6KXC8	BVU_0373	A6KXC8_PHOV8 Nucleotidyltransferase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.49435182058735416	0.7779348973551683	-1.5412291273923384	0.1287709448790674	0.7392903748425764	-4.772816489635286	1.0	-1.5209610418628243	0.1336384421877453	0.7657121552378919
A6KXJ6	BVU_0445	A6KXJ6_PHOV8 FKBP-type peptidyl-prolyl cis-transisomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.0547762046967919	-2.104688653086576	-0.11322891327698302	0.9102452140175475	0.9893653629559928	-5.854901415008054	1.0	-0.11334624915871862	0.9101428193961504	0.9897942125615314
A6KXK8	BVU_0462	A6KXK8_PHOV8 Malate dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.3819264559872185	0.16026957580183876	1.5401763720539732	0.12902709372252513	0.7392903748425764	-4.774270274889776	6.0	1.560229983019657	0.12408119781039896	0.7657121552378919
A6KXL2	tpiA	TPIS_PHOV8 Triosephosphate isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.019851495425758925	1.0596946785937194	-0.09580142424544011	0.9240128602974429	0.9893653629559928	-5.856606917994448	8.0	-0.09750202221555944	0.9226598897595808	0.9897942125615314
A6KXR9	BVU_0523	A6KXR9_PHOV8 phosphate acetyltransferase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.3408648863094341	-2.577629760838378	1.353221573670983	0.18130454655726902	0.8458118359040014	-5.017895446518267	3.0	1.348286008043033	0.18274612428057704	0.8497266170127331
A6KXS0	ackA	ACKA_PHOV8 Acetate kinase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.38869086337199554	-0.02510447290499732	-1.0073432281172596	0.31800877657630067	0.8458118359040014	-5.390222502457017	1.0	-1.0019001628162378	0.3205041372300195	0.8497266170127331
A6KXT1	BVU_0535	A6KXT1_PHOV8 Glycoside hydrolase family 29, candidate alpha-L-fucosidase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.2113464070644011	-2.760105140780799	-0.838195574052332	0.40540697712203555	0.8594627914987154	-5.534071006490194	1.0	-0.8146232081406246	0.41858075977301235	0.8615448647755205
A6KXZ0	rhaA	A6KXZ0_PHOV8 L-rhamnose isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.23399483881666344	-0.25190243914227783	1.2225681932862518	0.2265023533261907	0.8458118359040014	-5.170684725016448	7.0	1.2423776581169865	0.21903773231376197	0.8497266170127331
A6KY06	BVU_0612	A6KY06_PHOV8 Glycosidase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.08357244967439592	-1.3748175722551774	-0.17141122397513867	0.8645048898666208	0.9893653629559928	-5.847149433222398	1.0	-0.17161904487803278	0.8643273082760166	0.9897942125615314
A6KYJ2	rplB	RL2_PHOV8 Large ribosomal subunit protein uL2 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.3799436605523578	0.03638840627723302	-1.5435567622217994	0.12820604112513637	0.7392903748425764	-4.769598958720642	2.0	-1.5342381129027576	0.13034372236767	0.7657121552378919
A6KYJ5	rplC	RL3_PHOV8 Large ribosomal subunit protein uL3 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.24910190434625945	0.46095570467709224	-0.4541919750233129	0.6514080561652528	0.947486188230458	-5.7644917001769596	1.0	-0.45581334455662065	0.6502060170945367	0.9468138116989923
A6KYK4	rplL	RL7_PHOV8 Large ribosomal subunit protein bL12 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.09754387360654837	3.2249607735880725	-0.43399698588011215	0.6659218964449918	0.947486188230458	-5.772859938128717	2.0	-0.42981642054036084	0.6689029386175736	0.9468138116989923
A6KYK5	BVU_0815	A6KYK5_PHOV8 50S ribosomal protein L10 	UP000002861	Phocaeicola vulgatus dnLKV7	0.49889379144757484	-1.9795207595611206	1.9744676658447313	0.0531594374075291	0.5946385412193683	-4.099522247869643	2.0	1.964374871094422	0.0542267030469879	0.605055844524286
A6KYK6	rplA	RL1_PHOV8 Large ribosomal subunit protein uL1 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.33652644141066596	0.1254978612585981	-0.8880778016194442	0.3782150868805433	0.8458118359040014	-5.4943075352006225	1.0	-0.8827059974620058	0.3809958192806162	0.8566691518865506
A6KYK7	rplK	RL11_PHOV8 Large ribosomal subunit protein uL11 	UP000002861	Phocaeicola vulgatus dnLKV7	0.19743290867451202	-0.9901060511589561	0.6113465402860332	0.5433902746018503	0.9142757001237481	-5.686504133573429	2.0	0.6123543901605714	0.5426682560515218	0.9165563992451725
A6KYK9	tuf	EFTU_PHOV8 Elongation factor Tu 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.2683947862412004	0.2867161300492304	-1.1500539237371976	0.2549032928971735	0.8458118359040014	-5.249162150054433	3.0	-1.1428617014838194	0.2577359552454571	0.8497266170127331
A6KYQ1	BVU_0870	A6KYQ1_PHOV8 Putative outer membrane protein OmpH 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.006828337117041672	0.19440048967441	-0.03463947099510846	0.9724877257095152	0.9893653629559928	-5.86034243778023	5.0	-0.03491163023366508	0.9722686553711715	0.9897942125615314
A6KYR0	BVU_0879	A6KYR0_PHOV8 Putative plasminogen binding protein 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.0788342135193636	-0.5194204614542958	-0.42138996114809746	0.6750483803876696	0.9499886776597493	-5.777892365199872	4.0	-0.4197878911778778	0.6761729339519373	0.9468138116989923
A6KZ07	pckA	A6KZ07_PHOV8 Phosphoenolpyruvate carboxykinase (ATP) 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.007136099526296458	0.8488226818503429	-0.04352290505090597	0.9654361594995206	0.9893653629559928	-5.8600173022864706	25.0	-0.04562254360477936	0.9637659558800301	0.9897942125615314
A6KZ09	BVU_0978	A6KZ09_PHOV8 2-oxoglutarate synthase subunit KorB 	UP000002861	Phocaeicola vulgatus dnLKV7	0.1341449811497979	-1.8582963587704224	0.751582535549665	0.45538096649794135	0.866878672591923	-5.597787970001467	2.0	0.7350505003328192	0.4652353866058835	0.8635285138550564
A6KZ10	BVU_0979	A6KZ10_PHOV8 2-oxoglutarate synthase subunit korA 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.2536787039674371	1.1637521194050573	-1.2678339809919972	0.2099896297299801	0.8458118359040014	-5.119399371583135	1.0	-1.2045796513972877	0.2331999982896647	0.8497266170127331
A6KZ12	BVU_0982	A6KZ12_PHOV8 NAD dependent nucleotide-diphosphate-sugar epimerase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.3656432428750629	-1.4976786136536264	-2.0384272316847984	0.04613566175644875	0.5946385412193683	-3.98785715198837	2.0	-1.9942538345942955	0.050775729123542966	0.605055844524286
A6KZ30	BVU_1001	A6KZ30_PHOV8 Glycoside hydrolase family 51, candidate alpha-L-arabinofuranosidase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.6561119490877252	-1.1815542187688688	-2.475412593373468	0.01629087332781307	0.5440416451651311	-3.146250655355443	3.0	-2.4701952864055094	0.01642974122277938	0.49758644846131833
A6KZ78	acpP	ACP_PHOV8 Acyl carrier protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.2771131707739918	1.1757627465590714	0.9180718258460222	0.3624331384588192	0.8458118359040014	-5.469324220382258	1.0	0.9030731752538157	0.3701781240717936	0.8530191554697854
A6KZD3	BVU_1106	A6KZD3_PHOV8 Gluconate 5-dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.6681908699395267	0.7108512889959588	-2.003462273273122	0.049869080425462634	0.5946385412193683	-4.049279720187474	1.0	-1.9808541350434972	0.05229932929549905	0.605055844524286
A6KZJ0	BVU_1163	A6KZJ0_PHOV8 Putative coenzyme A transferase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.09090753914894467	1.046261208484942	0.3647296356382997	0.7166571481129147	0.9555428641505529	-5.798689135814858	2.0	0.36269119408662065	0.7181382642798836	0.9572109951844009
A6L048	fucI	FUCI_PHOV8 L-fucose isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.05473030692314481	-0.04150417712054175	-0.4808066180039611	0.632486431531927	0.947486188230458	-5.752886787482597	7.0	-0.4918072385147774	0.6246897849848427	0.9468138116989923
A6L050	gpmI	GPMI_PHOV8 2,3-bisphosphoglycerate-independent phosphoglycerate mutase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.1384732000598074	0.3430019822409559	0.8070399667362516	0.4229838252872442	0.866878672591923	-5.557771052435596	6.0	0.8179140600075626	0.4167140412347017	0.8615448647755205
A6L091	gcvH	GCSH_PHOV8 Glycine cleavage system H protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.604507207486225	0.17747995166966457	1.4909694056364604	0.14145941447390667	0.7891946281175846	-4.841206134331216	1.0	1.4853837632948068	0.1427932230088547	0.7966358757336103
A6L0S4	BVU_1602	A6L0S4_PHOV8 Purine nucleoside phosphorylase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.19844361734822713	-1.2706580468715891	-0.38365069174242933	0.7026585208735164	0.9506569843114421	-5.7920758082122585	1.0	-0.38459594977520967	0.7019266694630425	0.953014820238999
A6L0X6	BVU_1659	A6L0X6_PHOV8 Meso-diaminopimelate D-dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.89383310190892	-0.22259975227713058	1.887498928174763	0.06416610554483407	0.6183279261593101	-4.246417942483606	1.0	1.8885200806194375	0.06390056684565816	0.6450914367275966
A6L0Y8	BVU_1671	A6L0Y8_PHOV8 Fructose-bisphosphate aldolase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.307721389617463	-0.03836590222851578	1.4562701939634048	0.1507808036259568	0.8196289838128934	-4.887205707479681	2.0	1.4381456437946225	0.1557030412669776	0.8444995857141958
A6L1A1	BVU_1789	A6L1A1_PHOV8 Aldehyde dehydrogenase A 	UP000002861	Phocaeicola vulgatus dnLKV7	0.08513230053530285	-1.3289486322534547	0.25786665826836225	0.7974345560323509	0.9809757044835725	-5.829785952115336	2.0	0.25841165010780975	0.7969931574191444	0.9766621351032291
A6L1A7	kduI	A6L1A7_PHOV8 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.20721712928718194	-0.1605043366673625	0.7704027560260029	0.44422878454108783	0.866878672591923	-5.584519757687886	1.0	0.7523395838637459	0.45485327413539356	0.8635285138550564
A6L1D3	purH	A6L1D3_PHOV8 Bifunctional purine biosynthesis protein PurH 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.1838737120107261	0.8957153624933207	-0.8483595022465404	0.3997711447241844	0.8560755826416878	-5.526150188840252	2.0	-0.8388160077411163	0.40497557029866904	0.8615448647755205
A6L1H0	BVU_1859	A6L1H0_PHOV8 Fumarate hydratase class I 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.2273172771640687	-0.9892685213576315	-1.2271922492719465	0.22477312481126532	0.8458118359040014	-5.165526437880668	3.0	-1.2065133832776371	0.23245966005705485	0.8497266170127331
A6L1J7	BVU_1886	A6L1J7_PHOV8 Thioredoxin 	UP000002861	Phocaeicola vulgatus dnLKV7	0.07841720473266656	-0.6771996953468339	0.31640626654220455	0.7528450120724187	0.9716130207774982	-5.814068403251198	2.0	0.3145740260191559	0.7542005249112048	0.970594159577813
A6L1N6	BVU_1927	A6L1N6_PHOV8 Aminoacyl-histidine dipeptidase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.12244281096718035	0.04268432778442284	0.5211357054120497	0.6042823898034604	0.9444924904018379	-5.734054413678918	5.0	0.5259590821502576	0.6008981657131489	0.9468138116989923
A6L1U4	BVU_1986	A6L1U4_PHOV8 Enoyl-[acyl-carrier-protein] reductase [NADH] 	UP000002861	Phocaeicola vulgatus dnLKV7	0.15414067880473947	-0.9209311141809791	0.6159010557794802	0.5404009962449634	0.9142757001237481	-5.683905180120358	2.0	0.6125477574501137	0.5425412283731745	0.9165563992451725
A6L1X1	purA	PURA_PHOV8 Adenylosuccinate synthetase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.27989865421113613	2.7839911153835537	-0.8569008183677397	0.39507263059901787	0.8546469151733856	-5.519422048410904	2.0	-0.858521224996694	0.39409690182747803	0.8566691518865506
A6L1Z2	BVU_2041	G1095_PHOV8 Glycosyl hydrolase family 109 protein 5 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.15582926006943498	-0.5180052564833093	-0.5187987484455999	0.6059008428992922	0.9444924904018379	-5.735186672625567	2.0	-0.5187838017452769	0.6058618659042474	0.9468138116989923
A6L223	BVU_2072	A6L223_PHOV8 Aminopeptidase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.09580229873552626	-1.286084509845836	0.40689145316877506	0.6856050362355738	0.9499886776597493	-5.783497635470559	3.0	0.4044777079471391	0.6873315412504746	0.9468138116989923
A6L2F3	pgk	A6L2F3_PHOV8 Phosphoglycerate kinase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.10719607368194178	0.48537658196890615	-0.6156429238632939	0.5405701908208085	0.9142757001237481	-5.6840529868826195	6.0	-0.6239226005773907	0.5350956687828423	0.9165563992451725
A6L2N1	pfp	A6L2N1_PHOV8 Pyrophosphate--fructose 6-phosphate 1-phosphotransferase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.050994957360203375	-0.3910477093702018	0.21741934095951	0.8286546166467335	0.9810469846023444	-5.838778391720998	5.0	0.21942915001930452	0.8270770128298706	0.9795548978767182
A6L2R5	araA	ARAA_PHOV8 L-arabinose isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.04283776551683771	-0.8253106453515783	-0.23351439607207297	0.8161949916176632	0.9809757044835725	-5.8353830230605555	6.0	-0.23663532063491236	0.8137635525933004	0.9795548978767182
A6L2S5	grpE	A6L2S5_PHOV8 Protein GrpE 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.20071880011910315	-2.715848792498402	-0.5891184102301539	0.5580995118160064	0.9299928384693339	-5.698915166143233	1.0	-0.5830385730098098	0.5621006507436368	0.9318611867581423
A6L2W2	BVU_2367	A6L2W2_PHOV8 Putative rubrerythrin 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.21810683134561715	1.2421085497839885	-1.3053030228311253	0.19701163625154175	0.8458118359040014	-5.075621504587722	4.0	-1.2950739040319512	0.20036532947877556	0.8497266170127331
A6L2X7	dnaK	DNAK_PHOV8 Chaperone protein DnaK 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.03463353976344381	0.006414457576766705	-0.24547504828036282	0.806966521704051	0.9809757044835725	-5.8327031796856454	21.0	-0.2594445562216701	0.796200010917767	0.9766621351032291
A6L384	BVU_2491	A6L384_PHOV8 Propionyl-CoA carboxylase beta chain 	UP000002861	Phocaeicola vulgatus dnLKV7	0.21191034889034344	-0.8065357612401945	0.7351554173103504	0.4652459716894075	0.866878672591923	-5.609106456932748	1.0	0.7211867695640687	0.4736573113657968	0.8656495690478356
A6L3A7	BVU_2514	A6L3A7_PHOV8 GGGtGRT protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.15177298303232784	0.47906294615834993	0.8890824423608596	0.3776795399202426	0.8458118359040014	-5.493483756247187	12.0	0.9162146401908039	0.3633031676078413	0.8497266170127331
A6L3A8	BVU_2515	A6L3A8_PHOV8 NifU homolog involved in Fe-S cluster formation 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.2624846143356114	-0.10458118782682913	-1.5898041589697607	0.11738685163679397	0.7392903748425764	-4.704753204271713	7.0	-1.6175454852907882	0.11112232583436643	0.7657121552378919
A6L3D6	purC	A6L3D6_PHOV8 Phosphoribosylaminoimidazole-succinocarboxamide synthase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.26755297955180135	-0.23967690490747187	-1.1458673779806952	0.25661741573283464	0.8458118359040014	-5.253553852722117	2.0	-1.1366438992329697	0.26030616366301945	0.8497266170127331
A6L3F1	BVU_2558	A6L3F1_PHOV8 Acetohydroxy-acid isomeroreductase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.13442485732676768	-0.4046461766493579	-0.4393171218264671	0.6620856247802398	0.947486188230458	-5.770692071900034	2.0	-0.43950284394186706	0.6619110375360968	0.9468138116989923
A6L3H5	BVU_2584	A6L3H5_PHOV8 30S ribosomal protein S1 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.3063597761330449	1.0989018022447414	-1.1069606711095907	0.27294067267134264	0.8458118359040014	-5.293637087137015	1.0	-1.0831092865898309	0.2831889900798694	0.8497266170127331
A6L3J9	BVU_2608	A6L3J9_PHOV8 Myo-inositol-1-phosphate synthase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.22378585387461383	-0.03926281768266626	-0.8791243071392394	0.38300913323954777	0.8458118359040014	-5.501609223720762	1.0	-0.8550364372938181	0.3960074381362356	0.8566691518865506
A6L3M9	eno	ENO_PHOV8 Enolase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.05641442358788473	-1.7558970993897967	0.2298570695823718	0.8190221683660015	0.9809757044835725	-5.836175801802199	1.0	0.22290632868863441	0.8243822592033477	0.9795548978767182
A6L3Z8	BVU_2762	A6L3Z8_PHOV8 DUF4301 domain-containing protein 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.30504516665498604	0.41235063519117865	-0.7682142934008628	0.4455173118347552	0.866878672591923	-5.586079110502176	1.0	-0.7648151230467927	0.44744556814410164	0.8635285138550564
A6L3Z9	BVU_2763	A6L3Z9_PHOV8 Peptide-N-glycosidase F N-terminal domain-containing protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.41194667361518245	-1.5576533991101875	1.0460008398374137	0.299957179533557	0.8458118359040014	-5.3537779065941145	1.0	1.0410845649182927	0.30210537773255175	0.8497266170127331
A6L411	BVU_2775	A6L411_PHOV8 Glycosyltransferase family 4 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.03188996293565172	-0.7729636835631442	-0.12603473214936195	0.9001460289457418	0.9893653629559928	-5.853467032577589	1.0	-0.12252384956419884	0.9029026819009601	0.9897942125615314
